name,eco,fen,moves
"Queen's Pawn Game: Veresov Attack, Shropshire Defense",D00,rnbqkbnr/ppp1ppp1/8/3p3p/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 h5
Queen's Pawn Game: Zilbermints Countergambit,D02,rnbqkb1r/p1p1pppp/5n2/1p1p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   Nf3 Nf6   c4 b5
Queen's Pawn Game: Zukertort Variation,D02,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq,  d4 d5   Nf3
Queen's Pawn Game: Zurich Gambit,D00,rnbqkbnr/ppp1pppp/8/3p4/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq,  d4 d5   g4
"Queen's Pawn Opening: Veresov Attack, Irish Gambit",D00,rnbqkbnr/pp2pppp/8/2pp4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 c5
"Queen's Pawn Opening: Veresov, Richter Attack",D00,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2P2/PPP1P1PP/R1BQKBNR b KQkq,  d4 Nf6   f3 d5   Nc3
"Queen's Pawn, Mengarini Attack",E60,rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PPQ1PPPP/RNB1KBNR b KQkq,  d4 Nf6   c4 g6   Qc2
Rat Defense: Accelerated Gurgenidze,B07,rnbqkbnr/pp2pp1p/2pp2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 g6   d4 d6   Nc3 c6
Rat Defense: Antal Defense,B07,r1bqkbnr/pppnpppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d6   d4 Nd7
Rat Defense: Balogh Defense,B07,rnbqkbnr/ppp1p1pp/3p4/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d6   d4 f5
Rat Defense: English Rat,A41,rnbqkbnr/ppp2ppp/3p4/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d6   c4 e5
Rat Defense: Harmonist,B07,rnbqkbnr/ppp1pppp/3p4/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,  e4 d6   f4
Rat Defense: Petruccioli Attack,B07,rnbqkbnr/ppp1pppp/3p4/8/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq,  e4 d6   h4
Rat Defense: Small Center Defense,C00,rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  d4 e6   e4 d6
Rat Defense: Spike Attack,B06,rnbqkbnr/ppp1pppp/3p4/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq,  e4 d6   g4
Reti Opening,A04,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq,  Nf3
Reti Opening: Advance Variation,A09,rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 d4
"Reti Opening: Advance Variation, Michel Gambit",A09,rnbqkbnr/pp2pppp/8/2p5/1PPp4/5N2/P2PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 d4   b4 c5
"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation",A12,rnbqkbnr/pp2pppp/2p5/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq,  Nf3 d5   c4 c6   b3
Reti Opening: Penguin Variation,A09,rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKBR1 b Qkq,  Nf3 d5   c4 d4   Rg1
Reti Opening: Reti Accepted,A09,rnbqkbnr/ppp1pppp/8/8/2p5/5N2/PP1PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 dxc4
Reti Opening: Zilbermints Gambit,A09,rnbqkbnr/p1p1pppp/8/1p1p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 b5
Richter-Veresov Attack,D01,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq,  d4 Nf6   Nc3 d5   Bg5
Robatsch (Modern) Defense,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 g6   d4 Bg7
Russian Game: Modern Attack,C43,rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nf6   d4
"Russian Game: Modern Attack, Symmetrical Variation",C43,rnbqkb1r/ppp2ppp/5n2/3pp3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nf6   d4 d5
Russian Game: Three Knights Game,C42,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 e5   Nf3 Nf6   Nc3
Russian Game: Urusov Gambit,C42,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nf6   Bc4
Ruy Lopez,C60,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5
Saragossa Opening,A00,rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq,  c3
Scandinavian Defense,B01,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5
Scandinavian Defense: Blackburne-Kloosterboer Gambit,B01,rnbqkbnr/pp2pppp/2p5/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 c6
Scandinavian Defense: Mieses-Kotroc Variation,B01,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Qxd5
Scandinavian Defense: Modern Variation,B01,rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6
Scandinavian Defense: Zilbermints Gambit,B01,rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq,  e4 d5   b4
Scotch Game,C44,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   d4
Semi-Bononi,A44,rnbqkbnr/pp3ppp/3p4/2pPp3/4P3/8/PPP2PPP/RNBQKBNR w KQkq,  d4 c5   d5 e5   e4 d6
Semi-Slav Defense: Accelerated Move Order,D31,rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 e6   Nc3 c6
Sicilian Defense,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 c5
Sicilian Defense: Acton Extension,B27,rnbqk1nr/pp1ppp1p/6pb/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 g6   c4 Bh6
Sicilian Defense: Alapin Variation,B22,rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq,  e4 c5   c3
Sicilian Defense: Amazon Attack,B20,rnbqkbnr/pp1ppppp/8/2p5/4P1Q1/8/PPPP1PPP/RNB1KBNR b KQkq,  e4 c5   Qg4
Sicilian Defense: Bowdler Attack,B20,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq,  e4 c5   Bc4
Sicilian Defense: Brick Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/7N/PPPP1PPP/RNBQKB1R b KQkq,  e4 c5   Nh3
Sicilian Defense: Brussels Gambit,B27,rnbqkbnr/pp1pp1pp/8/2p2p2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 f5
Sicilian Defense: Buecker Variation,B27,rnbqkbnr/pp1pppp1/7p/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 h6
Sicilian Defense: Canal-Sokolsky Attack,B51,rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 c5   Nf3 d6   Bb5+
Sicilian Defense: Closed,B23,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 c5   Nc3 e6
Sicilian Defense: Closed Variation,B23,rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq,  e4 c5   Nc3
"Sicilian Defense: Closed Variation, Chameleon Variation",B23,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPPNPPP/R1BQKB1R b KQkq,  e4 c5   Nc3 Nc6   Nge2
"Sicilian Defense: Closed Variation, Fianchetto Variation",B24,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq,  e4 c5   Nc3 Nc6   g3
"Sicilian Defense: Closed Variation, Grob Attack",B23,r1bqkbnr/pp1ppppp/2n5/2p5/4P1P1/2N5/PPPP1P1P/R1BQKBNR b KQkq,  e4 c5   Nc3 Nc6   g4
"Sicilian Defense: Closed Variation, Korchnoi Defense",B23,rnbqkbnr/pp3ppp/4p3/2pp4/4P3/2N3P1/PPPP1P1P/R1BQKBNR w KQkq,  e4 c5   Nc3 e6   g3 d5
"Sicilian Defense: Closed Variation, Traditional",B25,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 c5   Nc3 Nc6
Sicilian Defense: Delayed Alapin,B50,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 d6   c3
Sicilian Defense: Delayed Alapin Variation,B40,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 e6   c3
Sicilian Defense: Drazic Variation,B40,rnbqkbnr/1p1p1ppp/p3p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e6   d4 c5   Nf3 a6
Sicilian Defense: Franco-Sicilian Variation,B32,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 Nc6   d4 e6
Sicilian Defense: Frederico Variation,B27,rnbqkbnr/pp1pp2p/6p1/2p2p2/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 g6   d4 f5
Sicilian Defense: French Variation,B40,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 e6
"Sicilian Defense: French Variation, Westerinen Attack",B40,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 e6   b3
Sicilian Defense: Grand Prix Attack,B23,r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 c5   Nc3 Nc6   f4
Sicilian Defense: Grob Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq,  e4 c5   g4
Sicilian Defense: Halasz Gambit,B21,rnbqkbnr/pp1ppppp/8/8/3pPP2/8/PPP3PP/RNBQKBNR b KQkq,  e4 c5   d4 cxd4   f4
Sicilian Defense: Hyperaccelerated Dragon,B27,rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 g6
Sicilian Defense: Hyperaccelerated Fianchetto,A42,rnbqkbnr/pp1ppp1p/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 g6   d4
Sicilian Defense: Hyperaccelerated Pterodactyl,B27,rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 g6   d4 Bg7
Sicilian Defense: Jalalabad Variation,B27,rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 e5
Sicilian Defense: Katalimov Variation,B27,rnbqkbnr/p2ppppp/1p6/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 b6
Sicilian Defense: Keres Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPPNPPP/RNBQKB1R b KQkq,  e4 c5   Ne2
Sicilian Defense: King David's Opening,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPPKPPP/RNBQ1BNR b kq,  e4 c5   Ke2
Sicilian Defense: Kotov Gambit,B50,rnbqkbnr/p3pppp/3p4/1pp5/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq,  e4 c5   Nf3 d6   g3 b5
Sicilian Defense: Kramnik Variation,B40,rnbqkbnr/pp1p1ppp/4p3/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 e6   c4
Sicilian Defense: Kronberger Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/N7/PPPP1PPP/R1BQKBNR b KQkq,  e4 c5   Na3
Sicilian Defense: Lasker-Dunne Attack,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/6P1/PPPP1P1P/RNBQKBNR b KQkq,  e4 c5   g3
Sicilian Defense: Marshall Counterattack,B40,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 e6   d4 d5
Sicilian Defense: Marshall Gambit,B23,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 c5   Nc3 e6   d4 d5
Sicilian Defense: McDonnell Attack,B21,rnbqkbnr/pp1ppppp/8/2p5/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,  e4 c5   f4
Sicilian Defense: Mengarini Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq,  e4 c5   a3
"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",B50,rnbqkb1r/pp2pppp/3p1n2/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 d6   d4 Nf6
Sicilian Defense: Mongoose Variation,B27,rnb1kbnr/pp1ppppp/8/q1p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 Qa5
Sicilian Defense: Morphy Gambit,B21,rnbqkbnr/pp1ppppp/8/8/3pP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  d4 c5   e4 cxd4   Nf3
Sicilian Defense: Myers Attack,B20,rnbqkbnr/pp1ppppp/8/2p5/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq,  e4 c5   h4
Sicilian Defense: Nimzowitsch Variation,B29,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 Nf6
"Sicilian Defense: Nimzowitsch Variation, Advance Variation",B29,rnbqkb1r/pp1ppppp/5n2/2p1P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 Nf6   e5
"Sicilian Defense: Nimzowitsch Variation, Closed Variation",B29,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 c5   Nf3 Nf6   Nc3
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 c5   Nf3 Nc6   Bb5
Sicilian Defense: O'Kelly Variation,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 a6
"Sicilian Defense: O'Kelly Variation, Aronin System",B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq,  e4 c5   Nf3 a6   Be2
"Sicilian Defense: O'Kelly Variation, Kieseritzky System",B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   b3
"Sicilian Defense: O'Kelly Variation, Maroczy Bind",B28,rnbqkbnr/1p1ppppp/p7/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   c4
"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Paulsen Line",B28,rnbqkbnr/1p1p1ppp/p3p3/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 a6   c4 e6
"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Robatsch Line",B28,rnbqkbnr/1p2pppp/p2p4/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 a6   c4 d6
"Sicilian Defense: O'Kelly Variation, Normal System",B28,rnbqkbnr/1p1ppppp/p7/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   d4
"Sicilian Defense: O'Kelly Variation, Quiet System",B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   d3
"Sicilian Defense: O'Kelly Variation, Reti System",B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   g3
"Sicilian Defense: O'Kelly Variation, Venice System",B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   c3
"Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line",B28,rnbqkb1r/1p1ppppp/p4n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 a6   c3 Nf6
"Sicilian Defense: O'Kelly Variation, Venice System, Ljubojevic Line",B28,rnbqkbnr/3ppppp/p7/1pp5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 a6   c3 b5
"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line",B28,rnbqkbnr/1p2pppp/p2p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 a6   c3 d6
"Sicilian Defense: O'Kelly Variation, Wing Gambit",B28,rnbqkbnr/1p1ppppp/p7/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 a6   b4
"Sicilian Defense: O'Kelly Variation, Yerevan System",B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 c5   Nf3 a6   Nc3
Sicilian Defense: Old Sicilian,B30,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 Nc6
Sicilian Defense: Open,B32,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 Nc6   d4
Sicilian Defense: Polish Gambit,B27,rnbqkbnr/p2ppppp/8/1pp5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 b5
Sicilian Defense: Quinteros Variation,B27,rnb1kbnr/ppqppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 Qc7
Sicilian Defense: Smith-Morra Gambit,B21,rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,  e4 c5   d4
"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",B21,rnbqkbnr/pp1p1ppp/8/4p3/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq,  e4 c5   c3 e5   d4 cxd4
"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",B21,rnbqkbnr/pp1ppppp/8/8/4P3/2Pp4/PP3PPP/RNBQKBNR w KQkq,  e4 c5   d4 cxd4   c3 d3
"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",B21,rnbqkbnr/pp2pppp/8/3p4/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq,  e4 c5   d4 cxd4   c3 d5
Sicilian Defense: Snyder Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq,  e4 c5   b3
"Sicilian Defense: Snyder Variation, Queen Fianchetto Variation",B20,rnbqkbnr/p2ppppp/1p6/2p5/4P3/1P6/P1PP1PPP/RNBQKBNR w KQkq,  e4 c5   b3 b6
Sicilian Defense: Staunton-Cochrane Variation,B20,rnbqkbnr/pp1ppppp/8/2p5/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq,  e4 c5   c4
Sicilian Defense: Wing Gambit,B20,rnbqkbnr/pp1ppppp/8/2p5/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq,  e4 c5   b4
Sicilian Defense: Wing Gambit Deferred,B40,rnbqkbnr/pp1p1ppp/4p3/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 e6   b4
"Sicilian Defense: Wing Gambit, Abrahams Variation",B20,rnbqkbnr/pp1ppppp/8/8/1p2P3/8/PBPP1PPP/RN1QKBNR b KQkq,  e4 c5   b4 cxb4   Bb2
"Sicilian Defense: Wing Gambit, Deferred Variation",B50,rnbqkbnr/pp2pppp/3p4/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 c5   Nf3 d6   b4
"Sicilian Defense: Wing Gambit, Marshall Variation",B20,rnbqkbnr/pp1ppppp/8/8/1p2P3/P7/2PP1PPP/RNBQKBNR b KQkq,  e4 c5   b4 cxb4   a3
"Sicilian Defense: Wing Gambit, Santasiere Variation",B20,rnbqkbnr/pp1ppppp/8/8/1pP1P3/8/P2P1PPP/RNBQKBNR b KQkq,  e4 c5   b4 cxb4   c4
Slav Defense,D10,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 c6
Slav Defense: Diemer Gambit,B12,rnbqkbnr/pp2pppp/2p5/3p4/2PPP3/8/PP3PPP/RNBQKBNR b KQkq,  c4 c6   e4 d5   d4
Slav Defense: Exchange Variation,D10,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq,  d4 d5   c4 c6   cxd5
Slav Defense: Modern,D11,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 c6   Nf3 Nf6
Slav Defense: Modern Line,D11,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq,  d4 d5   c4 c6   Nf3
Slav Defense: Winawer Countergambit,D10,rnbqkbnr/pp3ppp/2p5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 c6   Nc3 e5
Slav Indian,A50,rnbqkb1r/pp1ppppp/2p2n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 c6
Slav Indian: Kudischewitsch Gambit,A50,rnbqkb1r/p2ppppp/2p2n2/1p6/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 c6   Nf3 Nf6   c4 b5
Sodium Attack,A00,rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq,  Na3
Sodium Attack: Chenoboskion Variation,A00,rnbqkbnr/pppppp1p/6p1/8/6P1/N7/PPPPPP1P/R1BQKBNR b KQkq,  Na3 g6   g4
System: Double Duck Formation,A02,rnbqkbnr/ppp1p1pp/8/3p1p2/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq,  f4 f5   d4 d5
Tarrasch Defense,D32,rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 e6   Nc3 c5
Three Knights Opening,C46,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 e5   Nf3 Nc6   Nc3
Torre Attack,A46,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq,  d4 Nf6   Nf3
Trompowsky Attack,A45,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq,  d4 Nf6   Bg5
Trompowsky Attack: Classical Defense,A45,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq,  d4 Nf6   Bg5 e6
"Trompowsky Attack: Classical Defense, Big Center Variation",A45,rnbqkb1r/pppp1ppp/4pn2/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq,  d4 Nf6   Bg5 e6   e4
Trompowsky Attack: Edge Variation,A45,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq,  d4 Nf6   Bg5 Ne4   Bh4
Trompowsky Attack: Raptor Variation,A45,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq,  d4 Nf6   Bg5 Ne4   h4
Valencia Opening,A00,rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPPNPPPP/R1BQKBNR b KQkq,  d3 e5   Nd2
Van Geet Opening,A00,rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq,  Nc3
Van Geet Opening: Battambang Variation,A00,rnbqkbnr/pppp1ppp/8/4p3/8/P1N5/1PPPPPPP/R1BQKBNR b KQkq,  a3 e5   Nc3
Van Geet Opening: Billockus-Johansen Gambit,A00,rnbqk1nr/pppp1ppp/8/2b1p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq,  Nc3 e5   Nf3 Bc5
Van Geet Opening: Damhaug Gambit,A00,rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq,  Nc3 d5   f4 e5
Van Geet Opening: Dougherty Gambit,A00,rnbqkbnr/ppp1pppp/8/8/4p3/2N2P2/PPPP2PP/R1BQKBNR b KQkq,  Nc3 d5   e4 dxe4   f3
Van Geet Opening: Duesseldorf Gambit,A00,rnbqkbnr/pp1ppppp/8/2p5/1P6/2N5/P1PPPPPP/R1BQKBNR b KQkq,  Nc3 c5   b4
Van Geet Opening: Dunst-Perrenet Gambit,A00,rnbqkbnr/ppp1pppp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq,  Nc3 d5   e4 dxe4   d3
Van Geet Opening: Hector Gambit,A00,rnbqkbnr/ppp1pppp/8/8/2B1p3/2N5/PPPP1PPP/R1BQK1NR b KQkq,  Nc3 d5   e4 dxe4   Bc4
Van Geet Opening: Kluever Gambit,A00,rnbqkbnr/ppppp1pp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq,  Nc3 f5   e4 fxe4   d3
